lyrics
" Take it ; Take it ; Take it ; It's in my face ; Take it ; Take it ; Take it ; Take it ; Take it, take it, take it ; Take it ; Take it ; Take it ; It's in my face ; It's all over my face ; I gave it all away ; Soul transparent ; I'm living in a state of grace ; Set me free ; I wanna be free ; Be where we want to be ; This is the place ; I'm living in a state of grace ;  ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Leave your luggage behind ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Open up, come be divine ;  ; Ooh, ooh ; All wanna be free ; All wanna be free ; You might also like ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Leave your luggage behind ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Open up, come be divine ;  ; Open up, come be divine ; Open up, come be divine ; Open up, come be divine"
" I'm so ; I'm so divine (Take it) ; I'm so ; I'm so divine (Take it) ; I'm so ; I'm so divine (Take it) ; I'm so ; I'm so divine (Take it) ;  ; Take it ; Take it ; Take it ; Take it ; Take it ; Take it ; Take it ; It's in my face ; It's all over my face ; I gave it all away ; Soul transparent ; I'm living in a state of grace ; Set me free ; I wanna be free ; Be where we want to be ; This is the place ; I'm living in a state of grace ;  ; Set me free ; I'm so free, baby ; Set me free ; I'm so free, baby ; Set me free ; I'm so free, baby ; Set me free ; Open up and be divine ;  ; Take it ; Take it ; Yeah, yeah, yeah ; Oh, ooh ; You might also like ; It's in my face ; It's all over my face ; I gave it all away ; Soul transparent ; I'm living in a state of grace ; Set me free ; I wanna be free ; Be where we want to be ; This is the place ; I'm living in a state of grace ;  ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Leave your luggage behind ; Set me free ; I'm so free, baby ; Take a journey into your mind ; Open up, come be divine ;  ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ; I'm so ; I'm so divine ;  ; Ooh ; All wanna be free ; Oh, you wanna be free? ; Oh, you wanna be free? ; Open up, come be divine ; Open up, come be divine ; Open up, come be divine1"
" Wait, do you see my heart on my sleeve? ; It's been there for days on end ; And it's been waitin' for you to open up yours, too ; Baby, come on now, I'm trying to tell you just how ; I'd like to hear the words roll out of your mouth finally ; Say that it's always been me ;  ; That's made you feel a way you've never felt before ; And I'm all you need and that you never want more ; Then you'd say all of the right things without a clue ; But you'd save the best for last like I'm the one for you ; You should know that you're just a temporary fix ; This is not rooted with you, it don't mean that much to me ; You're just a filler in the space that happened to be free ; How dare you think you'd get away with tryin' to play me, yeah? ;  ; Why is it every time I think I've tried my hardest ; It turns out it ain't enough? ; You're still not mentioning love ; What am I supposed to do to make you want me properly? ; I'm takin' these chances and getting nowhere ; And though I'm trying my hardest, you go back to her ; And I think that I know things may never change ; I'm still hopin' one day I might hear you say ;  ; I make you feel a way you've never felt before ; And I'm all you need and that you never want more ; Then you'd say all of the right things without a clue ; But you'd save the best for last like I'm the one for you ;  ; You should know that you're just a temporary fix ; This is not rooted with you, it don't mean that much to me ; You're just a filler in the space that happened to be free ; How dare you think you'd get away with tryin' to play me, yeah? ; You might also like ; But, despite the truth that I know ; I find it hard to let go and give up on you ; Seems I love the things you do ; Like the meaner you treat me, more eager I am ; To persist with this heartbreak of runnin' around ; And I will do until I'm findin' myself with you ;  ; And make you feel a way you've never felt before ; And be all you need so that you never want more ; Then you'd say all of the right things without a clue ; And you'll be the one for me and me, the one for you ; Yeah, yeah, yeah, yeah9"
 Walking ; And the apes climbed down from the trees ; And grew tall and they started talking ; And the stars fell out of the sky and my tears rolled into ; The ocean ; Now I'm looking for a reason why you even set my world into ; Motion ; 'Cause if you're not really here then the stars don't even ; Matter ; Now I'm filled to the top with fear but it's all just a ; Bunch of matter ; 'Cause if you're not really here then I don't wanna be ; Either ; I wanna be next to you ; Black and gold ; Black and gold ; Black and gold ; Oh ; Oh ; Oh ; Oh ; Yeah ; Yeah ; Yeah ; Yeah ; I looked up into the grey sky and see a thousand eyes ; Staring back ; And all around these golden beacons I see nothing but black ; I feel a way of something beyond them ; Don't see what I can feel ; If vision is the only validation then most of my life isn't ; Real ; You might also like'Cause if you're not really here then the stars don't even ; Matter ; Now I'm filled to the top with fear but it's all just a ; Bunch of matter ; 'Cause if you're not really here then I don't want to be ; Either ; I wanna be next to you ; Black and gold ; Black and gold ; Black and gold ; Black and gold ; Black and gold ; Oh ; 'Cause if you're not really here then the stars don't even ; Matter ; Now I'm filled to the top with fear but it's all just a ; Bunch of matter ; 'Cause if you're not really here then I don't wanna be ; Either ; I wanna be next to you ; Black and gold ; Black and gold ; If you're not really here then I don't wanna be either ; I wanna be next to you ; Black and gold ; Black and gold ; Black and gold
" Pave me a path to follow ; And I'll tread any dangerous road ; I will beg and I'll steal, I will borrow ; If I can make, if I can make your heart my home ; Throw me to the water ; I don't care how deep or shallow ; Because my heart can pound like thunder ; And your love, and your love can set me free ;  ; Oh, I have promised I will love you 'til the end of time ; Through it all, the good, the bad, the ugly, and divine ; I will be the melody, the rhythm, and your rhyme ; All I want is for you to be mine, mine ; So can I get it right now? Mmm ; Can I get it right now? (Can I get it here?) ; Can I get it right now? ; Can I get it right now? ; Let me, let me just come and get it ;  ; Can I get it? ;  ; You tease me with your control ; Because I long to live under your spell ; And without your love, I'm hollow ; I won't make it, I won't make it on my own ;  ; I have promised I will love you 'til the end of time (End of time) ; Through it all, the good, the bad, the ugly and divine (So divine) ; I will be the melody, the rhythm, and your rhyme (Mmm) ; All I want is for you to be mine, mine ;  ; So can I get it right now? Mmm ; Can I get it right now? (Can I get it here?) ; Can I get it right now? ; Can I get it right now? ; Let me, let me just come and get it ; You might also like ; Can I get it? ;  ; When will you run with me? ; Like I know you wanna ; (Like you want to, like you want) ; You're the one for me ; And I'm countin' on you (On you) ; To put the pieces of me back together ;  ; So can I get it right now? Mmm ; Can I get it right now? (Mmm) ; Can I get it right now? ; Can I get it right now? ; Let me, let me just come and get it8"
" You've got your eye on me after all these years ; You think that I can't see you from over here ; I may be out of your view, but I can hear you ; I may be out of the room, but I can see you ; I know you still want me, you always will ; And I can guarantee I know just how it feels ; To never be free completely ; Sometimes you just feel so empty ;  ; Like lately when I have been missing you ; And I would still do anything for you ; But we need to learn how to love who we're loving ; It's hard but we must we've got to let it go ; And turn off the urge to know what could have been ; But I will love you forever ;  ; I was far too reckless, I know that now ; Trying to make you jealous made me feel proud ; But now I'm in too deep to climb out ; But know that I live with my doubt, oh-oh ;  ; Like lately when I have been missing you ; And I want to do everything with you ;  ; But we need to learn how to love who we're loving ; It's hard but we must, we've got to let it go ; And turn off the urge to know what could have been ; But I will love you forever ;  ; Since we were together everybody's changed ; Our reflections in the mirror no longer look the same ; And we're only just beginning to live the lives we'll make ; But I will always miss you at the end of each day ; You might also like ; But we need to learn how to love who we're loving ; It's hard but we must, we've got to let it go ; And turn off the urge to know what could have been ; My love, let's learn how to love who we're loving ; It's so hard but we must, we've got to let it go ; And turn off the urge to know what could have been ; But I will love you forever ;  ; But we can't be together ; No, we won't be together2"
" When did it go wrong? I will never know ; I have loved you all my life ; How did it slow down? I go round and around ; Thinking about it all the time ;  ; I gave you heaven on a platter baby ; I gave you everything you never gave me ; I never lied and I never faked it ; Only wanted for you to save me ; This love, it ain't over yet ; There's too much that I haven't said ; Did you find the note that I wrote? ; I hid it in the seam of your coat ; It was hard to write with a lump in my throat ; Do you even know that I can't let go? ;  ; Why were you so cold? Let the truth be told ; Tell me, was it all for the thrill? ; What was I thinking? I gave you everything ; But you still went for the kill ;  ; I gave you heaven on a platter baby ; I gave you everything you never gave me ; I never lied and I never faked it ; Only wanted for you to save me ;  ; Did you find the note that I wrote? ; I hid it in the seam of your coat ; It was hard to write with a lump in my throat ; Do you even know that I can't let go? ;  ; Oooh, sometimes I feel like I'm in the dark ; Oooh, I thought I'd die in your arms ; You might also like ; Did you find the note that I wrote? ; I hid it in the seam of your coat ; It was hard to write, I had a lump in my throat ; Do you even know that I can't let go? ;  ; Hope you know, I won't let go3"
" I've made up my mind ; Don't need to think it over ; If I'm wrong, I am right ; Don't need to look no further ; This ain't lust, I know this is love, but ; If I tell the world, I'll never say enough ; 'Cause it was not said to you ; And that's exactly what I need to do if I end up with you ;  ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? ; I build myself up and fly around in circles ; Waiting as my heart drops ; And my back begins to tingle ; Finally, could this be it, or? ;  ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? Yeah ;  ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up or should I just keep on chasing pavements? ; Should I just keep on chasing pavements? ; Oh-oh ;  ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up or should I just keep chasing pavements ; Even if it leads nowhere?You might also like36"
" Don't need to think it over ; If I'm wrong, I am right ; Don't need to look no further ; This ain't lust, I know this is love, but ; If I tell the world, I'll never say enough ; 'Cause it was not said to you ; And that's exactly what I need to do if I end up with you ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? ; I build myself up and fly around in circles ; Waiting as my heart drops ; And my back begins to tingle ; Finally, could this be it, or? ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? Yeah ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up, or should I just keep on chasing pavements? ; Should I just keep on chasing pavements? ; Oh, oh ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere? ; Or would it be a waste, even if I knew my place? ; Should I leave it there? ; Should I give up, or should I just keep chasing pavements ; Even if it leads nowhere?You might also like"
"  ; You say it's all in my head ; And the things I think just don't make sense ; So where you been, then? Don't go all coy ; Don't turn it 'round on me like it's my fault ; See, I can see that look in your eyes ; The one that shoots me each and every time (each and every time) ;  ; You grace me with your cold shoulder ; Whenever you look at me and wish I was her ; You shower me with words made of knives ; Whenever you look at me and wish I was her ; These days when I see you ; You make it look like I'm see-through ; Do tell me why you waste our time ; When your heart ain't in it and you're not satisfied ; You know I know just how you feel ; I'm starting to find myself feeling that way too when ;  ; You grace me with your cold shoulder ; Whenever you look at me and wish I was her ; You shower me with words made of knives ; Whenever you look at me and wish I was her ;  ; Time and time again, I play the role of fool ; (Just for you) ; And even in the daylight when you think that ; (I don't see you) ; I try to look for things I hear but our eyes never find ; Though I do know how you play ;  ; You grace me with your cold shoulder ; Whenever you look at me and wish I was her ; You shower me with words made of knives ; Whenever you look at me and wish I was her ; You grace me with your cold shoulder ; Whenever you look at me and wish I was her ; You shower me with words made of knives ; Whenever you look at me and wish I was herYou might also like11"
" And the things I think just don’t make sense ; So where you been then? Don't go all coy ; Don't turn it round on me like it’s my fault ; See I can see that look in your eyes ; The one that shoots me each and every time ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; These days, when I see you ; You make it look like I'm see-through ; Do tell me why you waste our time ; When your heart ain't admitting you're not satisfied ; You know I know just how you feel ; I'm starting to find myself feeling that way too ; When you grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; Time and time again I'll play the role of fools (just for you) ; Even in the daylight when you're dreaming (I'm close to you) ; Try to look for things I hear but our eyes never find ; Even though I do know how you play ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was herYou might also like"
" And the things I think just don't make sense ; So where you been then? Don't go all coy ; Don't turn it round on me like it's my fault ; See I can see that look in your eyes ; The one that shoots me each and every time ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; These days, when I see you ; You make it look like I'm see-through ; Do tell mе why you waste our time ; When your hеart ain't admitting you're not satisfied ; You know I know just how you feel ; I'm starting to find myself feeling that way too ; When you grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; Time and time again I'll play the role of fools (just for you) ; Even in the daylight when you're dreaming (I'm close to you) ; Try to look for things I hear but our eyes never find ; Even though I do know how you play ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was herYou might also like"
" And the things I think just don't make sense ; So where you been then? Don't go all coy ; Don't turn it round on me like it's my fault ; See I can see that look in your eyes ; The one that shoots me each and every time ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; These days, when I see you ; You make it look like I'm see-through ; Do tell me why you waste our time ; When your heart ain't admitting you're not satisfied ; You know I know just how you feel ; I'm starting to find myself feeling that way too ; When you grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; Time and time again I'll play the role of fools (just for you) ; Even in the daylight when you're dreaming (I'm close to you) ; Try to look for things I hear but our eyes never find ; Even though I do know how you play ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was her ; You grace me with your cold shoulder ; Whenever you look at me I wish I was her ; You shower me with words made of knives ; Whenever you look at me I wish I was herYou might also like"
" Found myself today singin' out loud your name ; You said I'm crazy, if I am, I'm crazy for you ; Sometimes sittin' in the dark, wishin' you were here ; Turns me crazy, but it's you who makes me lose my head ;  ; And every time I'm meant to be acting sensible ; You drift into my head and ; Turn me into a crumblin' fool ; Tell me to run and I'll race ; If you want me to stop I'll freeze ; And if you want me gone, I'll leave ; Just hold me closer, baby ; And make me crazy for you ; Crazy for you ;  ; Lately with this state I'm in, I can't help myself but spin ; I wish you'd come over, send me spinning closer to you ; My, oh my, how my blood boils, it's sweet taste for you ; Strips me down bare and gets me into my favourite mood ;  ; I keep on trying, fighting these feelings away ; But the more I do ; The crazier I turn into ;  ; Pacing floors and opening doors ; Hoping you'll walk through ; And save me, boy ; Because I'm too crazy for you ; Crazy for youYou might also like8"
" Found myself today singin' out loud your name ; You said I'm crazy, if I am, I'm crazy for you ; Sometimes sittin' in the dark, wishin' you were here ; Turns me crazy, but it's you who makes me lose my head ;  ; And every time I'm meant to be acting sensible ; You drift into my head and ; Turn me into a crumblin' fool ; Tell me to run and I'll race ; If you want me to stop I'll freeze ; And if you want me gone, I'll leave ; Just hold me closer, baby ; And make me crazy for you ; Crazy for you ;  ; Lately with this state I'm in, I can't help myself but spin ; I wish you'd come over, sеnd me spinning closer to you ; My, oh my, how my blood boils, it's sweet taste for you ; Strips mе down bare and gets me into my favourite mood ;  ; I keep on trying, fighting these feelings away ; But the more I do ; The crazier I turn into ;  ; Pacing floors and opening doors ; Hoping you'll walk through ; And save me, boy ; Because I'm too crazy for you ; Crazy for youYou might also like"
" Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ; Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ;  ; When I walk in a room, I'm invisible, I feel like a ghost ; All my friends keep on tellin' me that this feeling won't last, mmm ; I can't get no relief, I'm so tired of myself, I swear I'm dead in the eyes ; I have nothin' to feel no more, I can't even cry ; When will I begin to feel like me again? ; I'm hanging by a thread ; My skin's paper-thin, I can't stop wavering ; I've never been more scared ;  ; Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ; Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ;  ; When I wake up, I'm afraid of the idea of facin' the day ; I would rather stay home on my own, drink it all away ; Please stop callin' me, it's exhausting, there's really nothin' left to say ; I created this storm, it's only fair I have to sit in its rain ;  ; When will I begin to feel like me again? ; I'm hanging by a thread ; My skin's paper-thin, I can't stop wavering ; I've never been more scared ;  ; Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ; Cry your heart out, it'll clean your face ; When you're in doubt, go at your own pace ; You might also like ; (Ooh, ooh-ooh-ooh) ; (Ooh, ooh-ooh-ooh) ; All love is devout, no feeling is a waste ; But give it to yourself now before it's too late ; In the end, it's just you, stop drowning in wait ; Your love is useless without it ;  ; Cry your heart out (Cry, yeah), it'll clean your face ; When you're in doubt, go at your own pace4"
" Daydreamer ; Sitting on the sea ; Soaking up the sun ; He is a real lover ; Of making up the past ; And feeling up his girl ; Like he's never felt her figure before ;  ; A jaw dropper ; Looks good when he walks ; Is the subject of their talk ; He would be hard to chase ; But good to catch ; And he could change the world ; With his hands behind his back, oh ; You can find him sitting on your doorstep ; Waiting for a surprise ; And he will feel like he's been there for hours ; And you can tell that he'll be there for life ;  ; Daydreamer ; With eyes that make you melt ; He lends his coat for shelter ; Plus he's there for you ; When he shouldn't be ; But he stays all the same ; Waits for you ; Then sees you through ;  ; There's no way I could describe him ; What I've said is just what I'm hoping for ;  ; But I will find him sitting on my doorstep ; Waiting for a surprise ; And he will feel like he's been there for hours ; And I can tell that he'll be there for life ; And I can tell that he'll be there for lifeYou might also like16"
" Daydreamer ; Sitting on the sea ; Soaking up the sun ; He is a real lover ; Of making up the past ; And feeling up his girl ; Like he's never felt her figure before ;  ; A jaw dropper ; Looks good when he walks ; Is the subject of their talk ; He would be hard to chase ; But good to catch ; And he could change the world ; With his hands behind his back, oh ; You can find him sitting on your doorstep ; Waiting for a surprise ; And he will feel like he's been there for hours ; And you can tell that he'll be there for life ;  ; Daydreamer ; With eyes that make you melt ; He lends his coat for shelter ; Plus he's there for you ; When he shouldn't be ; But he stays all the same ; Waits for you ; Then sees you through ;  ; There's no way I could describe him ; What I've said is just what I'm hoping for ;  ; But I will find him sitting on my doorstep ; Waiting for a surprise ; And he will feel like he's been there for hours ; And I can tell that he'll be there for life ; And I can tell that he'll be there for lifeYou might also like"
" When will I see you again? ; You left with no goodbye, not a single word was said ; No final kiss to seal any sins ; I had no idea of the state we were in ;  ; I know I have a fickle heart and a bitterness ; And a wandering eye, and a heaviness in my head ;  ; But don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ; When was the last time that you thought of me? ; Or have you completely erased me from your memory? ; I often think about where I went wrong ; The more I do, the less I know ;  ; But I know I have a fickle heart and a bitterness ; And a wandering eye, and a heaviness in my head ;  ; But don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ;  ; Gave you the space so you could breathe ; I kept my distance so you would be free ; In hope that you'd find the missing piece ; To bring you back to me ;  ; Why don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ; You might also like ; When will I see you again?31"
" When will I see you again? ; You left with no goodbye, not a single word was said ; No final kiss to seal any sins ; I had no idea of the state we were in ;  ; I know I have a fickle heart and a bitterness ; And a wandering eye, and a heaviness in my head ;  ; But don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ; When was the last time that you thought of me? ; Or have you completely erased me from your memory? ; I often think about where I went wrong ; The more I do, the less I know ;  ; But I know I have a fickle heart and a bitterness ; And a wandering eye, and a heaviness in my head ;  ; But don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ;  ; Gave you the space so you could breathe ; I kept my distance so you would be free ; In hope that you'd find the missing piece ; To bring you back to me ;  ; Why don't you remember? ; Don't you remember? ; The reason you loved me before ; Baby, please remember me once more ; You might also like ; When will I see you again?"
